,area_type,total_sqft,bathrooms,price,bhk
1146,Built-up Area,3004.0,4.0,15.8,3
1148,Built-up Area,1260.0,2.0,7.6,3
1149,Built-up Area,1649.0,3.0,15.0,3
1151,Built-up Area,1542.0,3.0,9.8,3
1155,Built-up Area,1100.0,3.0,11.0,3
1156,Built-up Area,940.0,2.0,5.4,2
1157,Built-up Area,1050.0,2.0,7.0,2
1158,Built-up Area,1334.0,2.0,6.7,2
1160,Built-up Area,1395.0,3.0,8.2,3
1161,Built-up Area,1069.0,2.0,5.5,2
1162,Built-up Area,1395.0,2.0,7.5,2
1163,Built-up Area,1725.0,2.0,16.5,3
1167,Built-up Area,1740.0,3.0,19.1,3
1168,Built-up Area,5720.0,3.0,35.0,3
1169,Built-up Area,450.0,1.0,1.25,1
1171,Built-up Area,1342.0,2.0,7.0,2
1172,Built-up Area,1780.0,3.0,11.0,3
1175,Built-up Area,900.0,2.0,6.5,3
1176,Built-up Area,1693.0,3.0,12.5,3
1178,Built-up Area,1315.0,2.0,7.5,2
1180,Built-up Area,1200.0,2.0,13.0,3
1181,Built-up Area,2210.0,3.0,15.6,3
1183,Built-up Area,650.0,1.0,1.6,1
1185,Built-up Area,864.0,2.0,4.5,2
1187,Built-up Area,1785.0,3.0,12.0,3
1188,Built-up Area,450.0,1.0,1.6,1
1193,Built-up Area,860.0,2.0,6.55,2
1196,Built-up Area,1252.0,2.0,6.5,3
1200,Built-up Area,1099.0,2.0,6.5,2
1201,Built-up Area,2000.0,2.0,16.0,4
1204,Built-up Area,750.0,2.0,5.8,2
1205,Built-up Area,1650.0,3.0,10.5,3
1208,Built-up Area,1030.0,2.0,6.0,2
1209,Built-up Area,3800.0,3.0,32.5,4
1212,Built-up Area,2400.0,3.0,14.0,4
1214,Built-up Area,1335.0,2.0,8.7,3
1215,Built-up Area,1120.0,2.0,7.0,2
1222,Built-up Area,2079.0,3.0,22.0,3
1223,Built-up Area,1770.0,3.0,10.0,3
1224,Built-up Area,1140.0,2.0,6.0,2
1225,Built-up Area,1570.0,3.0,8.0,3
1226,Built-up Area,1540.0,3.0,9.0,3
1227,Built-up Area,2300.0,7.0,16.0,6
1228,Built-up Area,1600.0,3.0,7.9,3
1230,Built-up Area,900.0,2.0,9.0,2
1231,Built-up Area,1567.0,3.0,14.0,2
1232,Built-up Area,1050.0,2.0,8.0,2
1233,Built-up Area,3500.0,4.0,18.5,3
1234,Built-up Area,2130.0,4.0,12.0,4
1235,Built-up Area,1300.0,2.0,7.5,3
1237,Built-up Area,1300.0,2.0,6.7,3
1238,Built-up Area,646.0,1.0,2.584,1
1240,Built-up Area,1007.0,2.0,6.7,2
1243,Built-up Area,1050.0,2.0,5.5,2
1244,Built-up Area,1421.0,2.0,9.0,2
1246,Built-up Area,3200.0,3.0,25.0,4
1248,Built-up Area,1304.0,2.0,11.1,2
1251,Built-up Area,3990.0,4.0,26.0,4
1252,Built-up Area,1495.0,2.0,8.3,2
1253,Built-up Area,3200.0,3.0,26.0,3
1254,Built-up Area,1450.0,3.0,9.0,3
1255,Built-up Area,1620.0,3.0,9.0,3
1256,Built-up Area,3408.0,3.0,26.0,3
1258,Built-up Area,1374.0,3.0,7.2,3
1259,Built-up Area,1603.0,3.0,11.3,3
1262,Built-up Area,1200.0,2.0,10.0,3
1265,Built-up Area,1250.0,2.0,6.5,2
1266,Built-up Area,1434.0,3.0,8.4,3
1268,Built-up Area,1205.0,2.0,7.0,2
1272,Built-up Area,375.0,1.0,2.6,1
1274,Built-up Area,2850.0,5.0,24.0,4
1275,Built-up Area,1800.0,2.0,10.0,3
1278,Built-up Area,1492.0,3.0,8.8,3
1279,Built-up Area,3500.0,2.0,35.0,4
1280,Built-up Area,1480.0,3.0,7.4,3
1282,Built-up Area,2072.0,3.0,12.2,3
1284,Built-up Area,1250.0,2.0,6.8,2
1285,Built-up Area,400.0,1.0,3.5,1
1287,Built-up Area,1565.0,3.0,9.891,3
1288,Built-up Area,2400.0,5.0,18.0,4
1289,Built-up Area,3750.0,6.0,37.5,4
1290,Built-up Area,3000.0,3.0,17.0,4
1291,Built-up Area,1197.0,2.0,8.2,2
1292,Built-up Area,1305.0,2.0,7.0,2
1293,Built-up Area,450.0,1.0,1.8,1
1295,Built-up Area,1991.0,3.0,10.4,3
1298,Built-up Area,2600.0,3.0,14.7,3
1299,Built-up Area,800.0,2.0,8.0,2
1300,Built-up Area,800.0,1.0,7.2,1
1301,Built-up Area,2273.0,4.0,19.2,3
1302,Built-up Area,1655.0,3.0,9.7,3
1303,Built-up Area,1050.0,2.0,5.9,3
1304,Built-up Area,1333.0,2.0,10.4,2
1305,Built-up Area,1370.0,2.0,12.5,2
1306,Built-up Area,2800.0,4.0,20.0,4
1308,Built-up Area,1315.0,2.0,7.0,2
1309,Built-up Area,1465.0,3.0,9.0,2
1312,Built-up Area,3854.5,6.0,38.55,4
1313,Built-up Area,1290.0,2.0,9.0,2
1316,Built-up Area,1540.0,2.0,7.8,3
1317,Built-up Area,1503.0,2.0,9.3,3
1319,Built-up Area,1962.0,3.0,17.5,3
1320,Built-up Area,1768.0,3.0,9.5,3
1321,Built-up Area,1790.0,3.0,9.7,3
1322,Built-up Area,2540.0,4.0,16.0,4
1323,Built-up Area,4920.0,4.0,39.35,4
1326,Built-up Area,3600.0,9.0,24.0,9
1327,Built-up Area,1800.0,4.0,12.5,3
1328,Built-up Area,661.0,1.0,4.0,1
1330,Built-up Area,1050.0,2.0,6.4799999999999995,2
1331,Built-up Area,2500.0,3.0,18.0,5
1332,Built-up Area,1120.0,2.0,6.5,2
1333,Built-up Area,3978.0,4.0,42.8,4
1334,Built-up Area,850.0,1.0,6.0,1
1336,Built-up Area,1600.0,2.0,8.8,3
1337,Built-up Area,1250.0,2.0,11.0,2
1338,Built-up Area,620.0,2.0,4.8,1
1340,Built-up Area,1200.0,4.0,8.3,4
1343,Built-up Area,2625.0,3.0,17.5,3
1345,Built-up Area,1650.0,3.0,11.0,3
1346,Built-up Area,1100.0,2.0,6.0,2
1348,Built-up Area,3600.0,4.0,24.5,4
1349,Built-up Area,2500.0,3.0,26.8,3
1357,Built-up Area,3435.0,2.0,34.1,4
1358,Built-up Area,1190.0,2.0,6.0,2
1359,Built-up Area,1325.0,2.0,7.3,2
1360,Built-up Area,2159.0,3.0,12.0,3
1361,Built-up Area,1850.0,3.0,17.5,6
1362,Built-up Area,510.0,1.0,3.4,1
1363,Built-up Area,2700.0,2.0,26.0,3
1365,Built-up Area,940.0,2.0,5.6,2
1366,Built-up Area,1645.0,3.0,9.5,3
1368,Built-up Area,5000.0,5.0,55.0,4
1372,Built-up Area,1600.0,4.0,9.0,4
1373,Built-up Area,2300.0,3.0,14.2,3
1374,Built-up Area,1000.0,2.0,6.3,2
1376,Built-up Area,1000.0,2.0,7.0,2
1377,Built-up Area,952.0,2.0,4.9,2
1380,Built-up Area,1056.0,2.0,6.5,2
1382,Built-up Area,2900.0,4.0,20.0,4
1383,Built-up Area,600.0,1.0,4.5,1
1385,Built-up Area,400.0,1.0,1.15,1
1388,Built-up Area,1491.0,3.0,8.8,3
1390,Built-up Area,2400.0,4.0,17.0,6
1392,Built-up Area,2750.0,5.0,24.0,4
1394,Built-up Area,1830.0,3.0,11.9,3
1396,Built-up Area,2350.0,3.0,21.0,3
1402,Built-up Area,1209.0,2.0,6.5,3
1403,Built-up Area,1255.0,2.0,8.4,2
1404,Built-up Area,1275.0,2.0,6.5,3
1406,Built-up Area,1141.0,2.0,6.2,2
1407,Built-up Area,3855.0,4.0,22.0,4
1409,Built-up Area,900.0,2.0,6.5,2
1410,Built-up Area,1100.0,2.0,6.5,2
1411,Built-up Area,450.0,1.0,0.9,1
1416,Built-up Area,1785.0,3.0,13.0,3
1418,Built-up Area,1872.0,3.0,15.2,3
1420,Built-up Area,1180.0,2.0,6.0,2
1424,Built-up Area,3500.0,5.0,35.0,5
1426,Built-up Area,720.0,2.0,6.5,2
1427,Built-up Area,1200.0,2.0,10.0,2
1430,Built-up Area,1558.0,3.0,9.0,3
1431,Built-up Area,2502.0,4.0,17.0,4
1432,Built-up Area,1500.0,3.0,12.0,3
1433,Built-up Area,1800.0,4.0,11.5,3
1434,Built-up Area,1170.0,2.0,5.9,2
1435,Built-up Area,1050.0,2.0,6.5,2
1437,Built-up Area,1770.0,3.0,9.0,3
1439,Built-up Area,1240.0,2.0,6.5,2
1440,Built-up Area,4200.0,4.0,25.5,4
1442,Built-up Area,1490.0,2.0,15.0,2
1443,Built-up Area,1365.0,3.0,8.0,3
1444,Built-up Area,883.0,2.0,4.9,2
1446,Built-up Area,662.0,1.0,4.5,1
1448,Built-up Area,635.0,1.0,2.8,1
1453,Built-up Area,420.0,1.0,2.35,1
1460,Built-up Area,1650.0,3.0,8.2,3
1463,Built-up Area,4600.0,9.0,20.0,9
1464,Built-up Area,2429.0,3.0,21.0,4
1466,Built-up Area,1240.0,2.0,7.0,2
1468,Built-up Area,560.0,1.0,2.1,1
1469,Built-up Area,1336.0,2.0,8.6,2
1470,Built-up Area,1695.0,3.0,12.5,3
1472,Built-up Area,1110.0,2.0,11.0,2
1473,Built-up Area,1155.0,2.0,6.0,2
1474,Built-up Area,2250.0,3.0,18.0,3
1476,Built-up Area,1919.0,3.0,12.1,3
1477,Built-up Area,1050.0,2.0,10.3,2
1479,Built-up Area,1640.0,3.0,12.0,3
1481,Built-up Area,1225.0,2.0,6.2,2
1482,Built-up Area,2250.0,3.0,19.9,3
1484,Built-up Area,1668.0,2.0,12.0,3
1488,Built-up Area,2400.0,2.0,12.5,3
1489,Built-up Area,900.0,2.0,6.0,2
1491,Built-up Area,2400.0,2.0,23.0,1
1492,Built-up Area,1835.0,3.0,16.0,3
1493,Built-up Area,1080.0,2.0,6.4,2
1496,Built-up Area,1800.0,3.0,11.0,3
1497,Built-up Area,1485.0,3.0,14.0,3
1499,Built-up Area,1198.0,2.0,6.5,2
1500,Built-up Area,400.0,1.0,1.15,1
1501,Built-up Area,1030.0,2.0,5.7,2
1502,Built-up Area,1000.0,2.0,6.0,2
1503,Built-up Area,1738.0,3.0,11.0,3
1504,Built-up Area,3362.0,5.0,24.9,4
1505,Built-up Area,1600.0,3.0,14.0,4
1509,Built-up Area,1560.0,2.0,9.8,3
1512,Built-up Area,1169.0,2.0,7.5,2
1515,Built-up Area,1655.0,3.0,9.0,3
1523,Built-up Area,1200.0,2.0,7.5,2
1525,Built-up Area,1320.0,2.0,9.0,2
1526,Built-up Area,1161.0,2.0,5.9,2
1530,Built-up Area,1817.0,3.0,10.2,3
1531,Built-up Area,1050.0,2.0,5.5,2
1532,Built-up Area,2110.0,4.0,12.0,3
1533,Built-up Area,500.0,1.0,1.75,1
1535,Built-up Area,1450.0,2.0,7.5,3
1536,Built-up Area,1950.0,3.0,12.5,3
1537,Built-up Area,3000.0,4.0,30.0,5
1540,Built-up Area,2557.0,2.0,17.0,4
1541,Built-up Area,1332.0,2.0,10.1,2
1542,Built-up Area,1012.0,2.0,5.9,2
1543,Built-up Area,1342.0,2.0,7.5,3
1545,Built-up Area,1186.0,2.0,7.2,2
1548,Built-up Area,1140.0,2.0,6.2,2
1549,Built-up Area,645.0,1.0,4.1,1
1550,Built-up Area,3000.0,6.0,30.0,6
1552,Built-up Area,3400.0,4.0,20.0,4
1554,Built-up Area,1030.0,2.0,7.5,2
1556,Built-up Area,1050.0,2.0,6.0,2
1558,Built-up Area,1310.0,3.0,9.0,3
1561,Built-up Area,1172.0,2.0,7.5,2
1562,Built-up Area,1757.0,3.0,9.8,3
1563,Built-up Area,1140.0,2.0,6.5,2
1564,Built-up Area,1603.0,2.0,12.5,3
1567,Built-up Area,1275.0,2.0,6.9,2
1568,Built-up Area,650.0,1.0,4.0,1
1569,Built-up Area,1700.0,3.0,12.6,3
1570,Built-up Area,1017.0,2.0,6.6,2
1571,Built-up Area,900.0,1.0,5.2299999999999995,1
1572,Built-up Area,1280.0,2.0,12.0,2
1573,Built-up Area,2439.0,5.0,17.0,4
1574,Built-up Area,1045.0,2.0,5.5,2
1575,Built-up Area,2125.0,3.0,10.7,3
1576,Built-up Area,1270.0,2.0,6.5,3
1577,Built-up Area,1200.0,2.0,11.0,2
1578,Built-up Area,600.0,1.0,4.5,1
1579,Built-up Area,3117.0,3.0,26.1,3
1582,Built-up Area,1480.0,3.0,7.5,3
1583,Built-up Area,1500.0,2.0,8.7,4
1584,Built-up Area,4800.0,4.0,42.0,4
1585,Built-up Area,1163.0,2.0,6.8,2
1586,Built-up Area,1540.0,3.0,8.0,3
1587,Built-up Area,1300.0,2.0,8.0,3
1588,Built-up Area,1735.0,3.0,10.5,3
1591,Built-up Area,2400.0,4.0,13.5,4
1592,Built-up Area,470.0,1.0,2.1,1
1593,Built-up Area,1040.0,2.0,7.8,2
1594,Built-up Area,664.0,1.0,3.4,1
1596,Built-up Area,1907.0,2.0,20.0,3
1597,Built-up Area,900.0,2.0,7.2,2
1598,Built-up Area,1222.0,3.0,9.5,3
1599,Built-up Area,3150.0,3.0,29.0,3
1602,Built-up Area,2400.0,3.0,17.7,3
1604,Built-up Area,2430.0,5.0,18.0,3
1606,Built-up Area,1500.0,4.0,10.5,4
1607,Built-up Area,1725.0,3.0,8.5,3
1608,Built-up Area,1745.0,3.0,9.8,3
1609,Built-up Area,1130.0,2.0,7.5,2
1610,Built-up Area,1175.0,2.0,7.05,2
1617,Built-up Area,1300.0,2.0,8.0,2
1618,Built-up Area,1203.0,2.0,7.2,2
1619,Built-up Area,1050.0,2.0,4.1,1
1620,Built-up Area,1065.0,2.0,5.8,2
1622,Built-up Area,1800.0,3.0,12.5,3
1625,Built-up Area,4041.0,4.0,34.5,4
1626,Built-up Area,1066.0,2.0,5.5,2
1628,Built-up Area,1210.0,2.0,7.5,2
1629,Built-up Area,1600.0,3.0,13.0,3
1631,Built-up Area,1685.0,3.0,11.5,3
1632,Built-up Area,1130.0,2.0,6.8,2
1634,Built-up Area,1241.0,2.0,6.5,3
1635,Built-up Area,2980.0,4.0,26.0,3
1636,Built-up Area,1350.0,2.0,10.3,2
1637,Built-up Area,800.0,2.0,5.5,2
1638,Built-up Area,2400.0,3.0,22.0,3
1639,Built-up Area,1200.0,2.0,7.5,2
1640,Built-up Area,1300.0,2.0,10.0,2
1642,Built-up Area,1200.0,1.0,4.8,1
1644,Built-up Area,1450.0,2.0,9.0,2
1646,Built-up Area,6000.0,4.0,62.5,4
1647,Built-up Area,980.0,2.0,7.744,2
1648,Built-up Area,3600.0,4.0,22.5,4
1651,Built-up Area,1073.0,2.0,7.2,2
1657,Built-up Area,1590.0,2.0,8.5,3
1659,Built-up Area,2040.0,3.0,11.4,3
1660,Built-up Area,1100.0,2.0,7.5,1
1663,Built-up Area,600.0,1.0,3.5,1
1664,Built-up Area,2400.0,4.0,15.0,4
1668,Built-up Area,1394.0,2.0,8.5,2
1672,Built-up Area,1100.0,2.0,6.8,2
1673,Built-up Area,5000.0,5.0,32.5,4
1674,Built-up Area,1350.0,3.0,7.0,3
1675,Built-up Area,1464.0,2.0,11.5,3
1684,Built-up Area,1590.0,3.0,9.6,3
1685,Built-up Area,2800.0,5.0,22.0,5
1691,Built-up Area,3092.0,4.0,23.0,4
1692,Built-up Area,1020.0,2.0,7.0,2
1693,Built-up Area,1310.0,2.0,7.0,3
1694,Built-up Area,1322.0,2.0,7.0,2
1695,Built-up Area,1720.0,3.0,15.0,3
1696,Built-up Area,4000.0,6.0,23.0,6
1698,Built-up Area,1847.0,3.0,9.2,3
1705,Built-up Area,1500.0,2.0,14.5,2
1709,Built-up Area,2597.0,4.0,18.9,4
1710,Built-up Area,1211.0,2.0,6.3,2
1715,Built-up Area,1632.0,3.0,14.0,4
1717,Built-up Area,1400.0,3.0,9.0,3
1719,Built-up Area,2690.0,3.0,29.5,3
1720,Built-up Area,950.0,2.0,6.5,2
1722,Built-up Area,1100.0,2.0,6.0,2
1724,Built-up Area,2800.0,4.0,25.2,4
1729,Built-up Area,2826.0,3.0,14.8,3
1731,Built-up Area,1450.0,2.0,9.0,3
1733,Built-up Area,3418.0,2.0,22.2,4
1735,Built-up Area,2830.0,4.0,16.1,4
1737,Built-up Area,1386.0,2.0,8.5,2
1739,Built-up Area,550.0,1.0,2.7,1
1741,Built-up Area,2700.0,4.0,29.5,4
1742,Built-up Area,2400.0,2.0,19.5,3
1743,Built-up Area,1100.0,2.0,7.0,2
1744,Built-up Area,936.0,1.0,5.3,1
1745,Built-up Area,3300.0,3.0,25.5,5
1746,Built-up Area,1225.0,2.0,7.2,2
1748,Built-up Area,890.0,2.0,4.5,2
1751,Built-up Area,1000.0,2.0,7.0,2
1754,Built-up Area,488.0,1.0,2.0,1
1757,Built-up Area,675.0,1.0,2.7,1
1761,Built-up Area,1059.0,2.0,5.7,2
1762,Built-up Area,1200.0,2.0,8.5,2
1764,Built-up Area,1275.0,3.0,7.0,3
1765,Built-up Area,3000.0,8.0,15.0,8
1766,Built-up Area,2569.0,4.0,17.5,4
1767,Built-up Area,6000.0,4.0,41.0,4
1770,Built-up Area,2200.0,3.0,22.5,4
1771,Built-up Area,2316.0,3.0,12.5,3
1773,Built-up Area,1626.6,3.0,13.3,3
1775,Built-up Area,1820.0,3.0,11.3,3
1776,Built-up Area,1200.0,2.0,7.8,2
1777,Built-up Area,1298.0,2.0,6.5,2
1780,Built-up Area,1990.0,3.0,9.8,3
1781,Built-up Area,1940.0,4.0,11.6,3
1784,Built-up Area,1164.0,2.0,7.5,2
1785,Built-up Area,1065.0,2.0,7.0,2
1787,Built-up Area,3565.0,4.0,21.8,4
1790,Built-up Area,1190.0,2.0,6.18,2
1796,Built-up Area,1060.0,2.0,5.5,2
1798,Built-up Area,1680.0,3.0,12.6,3
1799,Built-up Area,3500.0,4.0,32.0,4
1800,Built-up Area,3200.0,4.0,27.0,4
1803,Built-up Area,1100.0,2.0,7.8,3
1804,Built-up Area,1880.0,4.0,15.4,4
1808,Built-up Area,1275.0,2.0,8.8,3
1813,Built-up Area,3420.0,4.0,22.5,4
1814,Built-up Area,1320.0,2.0,6.5,3
1816,Built-up Area,1948.0,4.0,12.9,4
1820,Built-up Area,410.0,1.0,1.0,1
1822,Built-up Area,1936.0,3.0,13.9,3
1824,Built-up Area,1220.0,2.0,6.5,2
1825,Built-up Area,410.0,1.0,1.5,1
1826,Built-up Area,1573.0,3.0,9.0,3
1828,Built-up Area,2045.0,3.0,10.8,3
1829,Built-up Area,1460.0,2.0,8.03,2
1834,Built-up Area,4500.0,4.0,34.5,4
1836,Built-up Area,3155.0,4.0,31.6,3
1839,Built-up Area,1011.0,2.0,5.9,2
1840,Built-up Area,1082.0,2.0,6.4,2
1843,Built-up Area,1864.0,3.0,12.0,3
1844,Built-up Area,950.0,2.0,5.7,2
1846,Built-up Area,1750.0,3.0,17.2,3
1850,Built-up Area,3453.0,4.0,24.7,4
1851,Built-up Area,700.0,1.0,2.15,1
1853,Built-up Area,943.0,2.0,4.8,2
1858,Built-up Area,1407.0,2.0,9.849,2
1860,Built-up Area,1500.0,3.0,13.5,3
1862,Built-up Area,2300.0,4.0,24.0,3
1863,Built-up Area,3600.0,8.0,16.5,9
1864,Built-up Area,1308.0,2.0,8.6,2
1865,Built-up Area,1090.0,2.0,3.148,1
1867,Built-up Area,1000.0,2.0,5.2,2
1868,Built-up Area,1060.0,2.0,5.83,3
1871,Built-up Area,7000.0,8.0,45.0,4
1873,Built-up Area,2700.0,3.0,20.0,3
1877,Built-up Area,1300.0,2.0,9.5,2
1878,Built-up Area,1698.0,3.0,12.5,3
1879,Built-up Area,3381.0,6.0,22.5,6
1880,Built-up Area,2312.0,3.0,15.6,3
1881,Built-up Area,1175.0,2.0,7.0,2
1882,Built-up Area,970.0,2.0,5.25,2
1884,Built-up Area,5000.0,4.0,30.0,4
1885,Built-up Area,3425.0,3.0,32.0,3
1886,Built-up Area,2950.0,4.0,25.3,4
1887,Built-up Area,1095.0,2.0,8.541,2
1888,Built-up Area,1350.0,2.0,8.5,3
1889,Built-up Area,1453.0,2.0,7.3,3
1891,Built-up Area,1633.0,3.0,11.0,3
1895,Built-up Area,4694.0,5.0,37.5,4
1898,Built-up Area,1200.0,1.0,3.982,1
1901,Built-up Area,1200.0,3.0,6.8,3
1905,Built-up Area,1280.0,2.0,6.848000000000001,2
1907,Built-up Area,850.0,1.0,7.8,1
1908,Built-up Area,1250.0,2.0,7.712999999999999,3
1909,Built-up Area,1270.0,2.0,9.6,2
1911,Built-up Area,2695.0,4.0,18.8,4
1914,Built-up Area,1585.0,2.0,9.0,2
1916,Built-up Area,1080.0,2.0,6.7,2
1917,Built-up Area,1220.0,2.0,7.2,2
1918,Built-up Area,1355.0,2.0,9.5,2
1919,Built-up Area,1070.0,2.0,5.7,2
1921,Built-up Area,1884.0,3.0,9.5,3
1922,Built-up Area,1100.0,2.0,7.5,2
1923,Built-up Area,1700.0,3.0,9.0,3
1925,Built-up Area,1314.0,2.0,7.044,3
1928,Built-up Area,1250.0,2.0,7.5,2
1930,Built-up Area,1075.0,2.0,5.7,3
1935,Built-up Area,1115.0,2.0,11.5,2
1936,Built-up Area,1035.0,2.0,9.0,2
1937,Built-up Area,2600.0,3.0,16.0,3
1939,Built-up Area,1650.0,3.0,10.0,3
1940,Built-up Area,1000.0,2.0,6.0,2
1941,Built-up Area,1120.0,2.0,7.0,2
1943,Built-up Area,1275.0,2.0,7.6,2
1945,Built-up Area,793.0,1.0,4.0,1
1952,Built-up Area,1200.0,2.0,7.0,2
1953,Built-up Area,1756.0,3.0,11.0,3
1955,Built-up Area,485.0,1.0,1.95,1
1956,Built-up Area,850.0,1.0,5.0,1
1958,Built-up Area,1165.0,2.0,5.9799999999999995,2
1959,Built-up Area,933.0,2.0,5.5,2
1962,Built-up Area,1216.0,2.0,7.2,2
1966,Built-up Area,5100.0,5.0,30.0,6
1968,Built-up Area,1070.0,2.0,6.0,2
1969,Built-up Area,2000.0,3.0,10.5,3
1970,Built-up Area,1216.0,2.0,7.0,2
1971,Built-up Area,450.0,1.0,2.0,1
1972,Built-up Area,420.0,1.0,1.25,1
1974,Built-up Area,1507.0,3.0,8.0,3
1975,Built-up Area,960.0,2.0,5.0,2
1977,Built-up Area,550.0,1.0,1.675,1
1979,Built-up Area,1021.0,3.0,5.9,3
1980,Built-up Area,1520.0,3.0,12.5,3
1981,Built-up Area,1270.0,2.0,8.0,2
1984,Built-up Area,1400.0,3.0,9.8,3
1986,Built-up Area,1610.0,2.0,11.9,3
1988,Built-up Area,1310.0,2.0,8.5,3
1993,Built-up Area,2500.0,4.0,17.0,4
1994,Built-up Area,1760.0,3.0,9.0,3
1995,Built-up Area,1010.0,2.0,5.7,2
2000,Built-up Area,1785.0,3.0,16.5,3
2002,Built-up Area,1201.0,2.0,8.0,2
2005,Built-up Area,3671.0,4.0,22.0,4
2012,Built-up Area,2500.0,5.0,18.5,6
2013,Built-up Area,2100.0,3.0,14.5,5
2017,Built-up Area,602.0,1.0,3.3,1
2019,Built-up Area,2100.0,3.0,14.7,4
2020,Built-up Area,1105.0,2.0,5.7,2
2022,Built-up Area,1012.0,2.0,6.8,2
2023,Built-up Area,2400.0,4.0,18.0,4
2024,Built-up Area,1123.0,2.0,6.0,2
2025,Built-up Area,1100.0,2.0,7.63,3
2026,Built-up Area,850.0,2.0,4.5,2
2027,Built-up Area,1300.0,2.0,9.0,2
2029,Built-up Area,1010.0,2.0,5.8,2
2030,Built-up Area,1195.0,2.0,7.5,2
2031,Built-up Area,1820.0,3.0,9.55,3
2032,Built-up Area,1615.0,3.0,9.690000000000001,3
2035,Built-up Area,1400.0,3.0,7.4,3
2036,Built-up Area,2400.0,3.0,18.5,4
2039,Built-up Area,1427.0,2.0,8.5,3
2043,Built-up Area,2400.0,5.0,13.5,4
2044,Built-up Area,1500.0,3.0,7.5,3
2045,Built-up Area,1650.0,3.0,18.0,3
2047,Built-up Area,1510.0,3.0,7.8,3
2049,Built-up Area,1400.0,2.0,8.6,3
2052,Built-up Area,1200.0,2.0,12.0,2
2053,Built-up Area,1270.0,2.0,7.3,3
2055,Built-up Area,567.0,1.0,2.5,1
2056,Built-up Area,1800.0,3.0,12.0,4
2058,Built-up Area,1750.0,3.0,10.0,3
2059,Built-up Area,1857.0,4.0,15.5,3
2062,Built-up Area,1150.0,2.0,7.0,2
2065,Built-up Area,850.0,2.0,4.5,2
2066,Built-up Area,1200.0,2.0,8.0,2
2071,Built-up Area,1650.0,3.0,14.0,3
2076,Built-up Area,1200.0,2.0,6.8,2
2077,Built-up Area,1100.0,2.0,9.0,2
2078,Built-up Area,540.0,1.0,3.5,1
2082,Built-up Area,1484.0,3.0,7.5,3
2084,Built-up Area,1055.0,2.0,7.5,2
2085,Built-up Area,1370.0,2.0,8.8,2
2088,Built-up Area,575.0,1.0,1.675,1
2090,Built-up Area,1442.0,3.0,8.0,3
2091,Built-up Area,2100.0,3.0,15.0,3
2092,Built-up Area,1450.0,2.0,8.0,2
2093,Built-up Area,1745.0,3.0,13.0,3
2095,Built-up Area,1250.0,3.0,6.26,3
2097,Built-up Area,1170.0,3.0,8.0,3
2098,Built-up Area,1694.0,3.0,12.5,3
2100,Built-up Area,4144.0,5.0,33.1,5
2102,Built-up Area,1800.0,3.0,18.0,4
2107,Built-up Area,3210.0,2.0,35.3,5
2108,Built-up Area,1200.0,3.0,7.5,3
2109,Built-up Area,1600.0,3.0,10.5,3
2113,Built-up Area,580.0,1.0,4.5,1
2116,Built-up Area,2400.0,4.0,15.0,4
2117,Built-up Area,2444.0,4.0,14.5,4
2118,Built-up Area,1270.0,2.0,11.0,2
2122,Built-up Area,1850.0,3.0,11.0,3
2123,Built-up Area,3385.0,4.0,22.0,4
2126,Built-up Area,980.0,2.0,6.0,3
2128,Built-up Area,957.0,2.0,5.6,2
2132,Built-up Area,1250.0,2.0,7.5,2
2134,Built-up Area,1485.0,2.0,9.0,3
2137,Built-up Area,1182.0,2.0,6.4,2
2138,Built-up Area,1367.0,2.0,8.0,2
2139,Built-up Area,1565.0,3.0,7.8,3
2142,Built-up Area,1348.0,2.0,8.05,3
2145,Built-up Area,1650.0,2.0,13.0,3
2149,Built-up Area,2250.0,3.0,21.9,3
2150,Built-up Area,1290.0,2.0,7.0,2
2152,Built-up Area,600.0,1.0,5.5,1
2153,Built-up Area,2700.0,3.0,23.0,4
2157,Built-up Area,2872.0,4.0,18.3,4
2161,Built-up Area,1600.0,2.0,9.0,2
2164,Built-up Area,1850.0,3.0,9.8,3
2166,Built-up Area,1121.0,2.0,7.5,2
2167,Built-up Area,1200.0,2.0,7.5,2
2169,Built-up Area,1490.0,3.0,14.0,3
2170,Built-up Area,1650.0,1.0,13.0,2
2172,Built-up Area,520.0,1.0,1.5,1
2174,Built-up Area,2395.0,4.0,15.0,3
2176,Built-up Area,2758.0,4.0,24.0,4
2177,Built-up Area,1490.0,3.0,8.5,3
2178,Built-up Area,1917.0,4.0,13.0,4
2180,Built-up Area,1420.0,2.0,12.0,2
2182,Built-up Area,1256.0,2.0,6.5,2
2184,Built-up Area,1805.0,3.0,13.4,3
2185,Built-up Area,1527.0,3.0,14.2,3
2186,Built-up Area,3453.0,4.0,23.1,5
2187,Built-up Area,1141.0,2.0,6.0,2
2191,Carpet Area,1100.0,2.0,9.8,2
2192,Carpet Area,1445.0,3.0,9.5,3
2194,Carpet Area,875.0,2.0,5.279999999999999,2
2196,Carpet Area,785.0,1.0,5.5,1
2197,Carpet Area,1535.0,3.0,9.5,3
2198,Carpet Area,687.325,2.0,4.272,2
2199,Carpet Area,804.1,2.0,6.909000000000001,2
2200,Carpet Area,1650.0,3.0,17.5,3
2201,Carpet Area,1560.0,3.0,9.2,3
2204,Carpet Area,823.0,2.0,5.063000000000001,2
